absence_id,employee_id,absence_type,plan_code,start_date,end_date,duration_days,applied_date,approved_by,approval_date,absence_status,reason,remarks,half_day_flag,attachment_provided,department,location
ABSQ7RTC4F5P,EMP00331,Bereavement Leave,AL-PLAN-01,2022-05-13,2022-05-15,3,2022-04-28,EMP00009,2022-05-02,Cancelled,Travel,Pre-planned,N,Yes,Finance,London
ABSSJHWKUA9S,EMP00517,UNKNOWN_TYPE_XYZ,CL-PLAN-03,,2024-04-26,7,2024-04-09,EMP00037,2024-04-12,UNKNOWN,Personal,,N,Yes,Sales,Singapore
ABSHS970KV43,EMP00518,Casual Leave,CL-PLAN-03,2023-08-24,2023-09-01,9,2023-08-15,EMP00004,2023-08-16,Pending,Other,Recurring,N,No,Operations,Toronto
ABSD7WJ4K6B1,EMP00366,Sick Leave,ML-PLAN-04,2022-07-06,2022-07-08,3,2022-06-10,EMP00020,2022-06-13,Cancelled,Emergency,,N,Yes,Marketing,Toronto
ABSDGZRBGCLT,EMP00718,Work From Home,SL-PLAN-02,2022-05-01,2022-05-12,12,2022-04-18,EMP00003,2022-04-20,Rejected,Other,,N,Yes,Operations,Dubai
ABS37FYSZ8GX,EMP00551,Compensatory Off,UL-PLAN-07,2022-02-14,2022-02-25,12,2022-01-15,EMP00027,2022-01-20,Withdrawn,Vacation,,N,Yes,Operations,London
ABSGCXAVEW26,EMP00403,Annual Leave,AL-PLAN-01,2024-01-25,2024-02-01,8,2024-01-17,EMP00018,2024-01-21,Withdrawn,Medical,Recurring,N,No,Marketing,Sydney
ABSLILR6TXIM,EMP00410,Bereavement Leave,PL-PLAN-05,2022-05-27,2022-05-31,5,2022-05-03,EMP00038,2022-05-08,Rejected,COVID-19,Pre-planned,N,Yes,Product,Sydney
ABSWTM8XXLU6,EMP00337,Maternity Leave,BL-PLAN-08,2022-06-01,2022-06-11,11,2022-05-25,EMP00020,2022-05-30,Withdrawn,Travel,,N,Yes,Marketing,London
ABSUGK8F4ADN,EMP00277,Compensatory Off,CL-PLAN-03,2023-08-19,2023-08-25,7,2023-07-24,EMP00006,2023-07-27,Pending,Marriage,None,N,Yes,Sales,London
ABSZD8HPTX3Y,EMP00159,Annual Leave,UL-PLAN-07,2023-04-27,2023-04-30,4,2023-04-03,EMP00027,2023-04-07,Pending,Other,Urgent,N,Yes,Product,Singapore
ABSBL0VD7JLP,EMP00282,Work From Home,UL-PLAN-07,2023-02-06,2023-02-03,11,2023-01-21,EMP00046,2023-01-24,Rejected,Other,,N,Yes,Human Resources,Sydney
ABSWFYQJBEQN,EMP00563,Maternity Leave,SL-PLAN-02,2022-06-15,2022-06-27,13,2022-05-26,EMP00040,2022-05-28,Approved,Medical Appointment,None,N,No,Sales,Sydney
ABS6CB0NBW1K,EMP00359,Annual Leave,CO-PLAN-06,2023-12-12,2023-12-24,13,2023-11-28,EMP00028,2023-12-01,Cancelled,Medical,Pre-planned,N,No,Engineering,New York
ABS8J05SOE0M,EMP00168,Compensatory Off,UL-PLAN-07,2022-04-01,2022-04-13,13,2022-03-11,EMP00002,2022-03-13,Pending,Marriage,Recurring,N,Yes,Operations,London
ABSL2PO5XY7K,EMP00177,Sick Leave,AL-PLAN-01,2023-09-17,2023-09-23,7,2023-08-24,EMP00017,2023-08-29,Cancelled,Travel,Recurring,N,Yes,Product,Bengaluru
ABS3PLLIYAL6,EMP00089,Work From Home,UL-PLAN-07,2025-02-14,2025-02-21,17,2025-02-09,EMP00014,2025-02-14,Pending,Medical Appointment,Pre-planned,N,No,Operations,Dubai
ABSHS5HGIUTS,EMP00128,Bereavement Leave,SL-PLAN-02,2022-02-01,2022-02-07,7,2022-01-23,EMP00012,2022-01-28,Approved,Vacation,,N,Yes,Engineering,Singapore
ABSF089ES6QH,EMP00350,Compensatory Off,UL-PLAN-07,2023-09-20,2023-09-22,3,2023-08-30,EMP00017,2023-09-01,Rejected,COVID-19,None,Y,Yes,Engineering,Singapore
ABSOTBDT8KRO,EMP00198,Bereavement Leave,UL-PLAN-07,2023-05-29,2023-06-04,7,2023-05-27,EMP00023,2023-05-28,Rejected,Vacation,,N,Yes,Human Resources,Singapore
ABSFM1480L5F,EMP00116,Maternity Leave,UL-PLAN-07,2024-07-15,2024-07-24,10,2024-07-05,EMP00038,2024-07-09,Approved,Medical,None,N,N/A,Finance,Bengaluru
ABSVZS9TS1PX,,Maternity Leave,CL-PLAN-03,,2024-09-22,-1,2024-10-05,EMP00004,2024-09-01,Pending,Medical Appointment,,N,Yes,Marketing,Dubai
ABSRLOH1MNRI,EMP00372,Work From Home,CO-PLAN-06,2024-03-23,2024-04-04,13,2024-03-02,EMP00020,2024-03-03,Approved,Other,None,N,Yes,Marketing,Mumbai
ABSDU8EMNTLJ,EMP00721,Maternity Leave,SL-PLAN-02,2023-07-30,2023-07-31,2,2023-07-09,EMP00036,2023-07-11,Approved,Medical Appointment,Recurring,N,Yes,Product,Dubai
ABSXFQ5IJN76,EMP00375,Sick Leave,CL-PLAN-03,2024-05-02,2024-05-02,1,2024-04-30,EMP00023,2024-05-04,Rejected,Child Care,,N,N/A,Sales,Mumbai
ABSEY6SESSE2,EMP00624,Casual Leave,CO-PLAN-06,2023-09-13,2023-09-15,3,2023-08-28,EMP00015,2023-08-29,Rejected,Medical,,N,No,Finance,Dubai
ABSQIFO5F1ZU,EMP00605,Compensatory Off,ML-PLAN-04,2023-09-24,2023-10-07,0,2023-09-04,EMP00047,2023-09-09,Cancelled,COVID-19,,N,N/A,Operations,Sydney
ABSCV1CERDIM,EMP00349,Unpaid Leave,CL-PLAN-03,2025-02-01,2025-02-14,14,2025-01-30,EMP00034,2025-02-03,Approved,Family,,N,Yes,Engineering,New York
ABS4KS1R8315,EMP00469,Unpaid Leave,AL-PLAN-01,2024-05-14,2024-05-15,2,2024-04-21,EMP00009,2024-04-25,Approved,Marriage,Pre-planned,N,Yes,Finance,Bengaluru
ABSQDJQUIY8P,EMP00441,Bereavement Leave,CO-PLAN-06,2023-05-10,2023-05-17,8,2023-05-09,EMP00045,2023-05-14,Approved,Personal,None,Y,Yes,Marketing,Sydney
ABSP7BONHPUW,EMP00664,Annual Leave,UL-PLAN-07,2022-11-16,2022-11-28,13,2022-11-14,EMP00048,2022-11-17,Pending,Other,,N,Yes,Marketing,Mumbai
ABSZCG9B2J9T,EMP00619,UNKNOWN_TYPE_XYZ,ML-PLAN-04,2025-01-03,2024-12-31,22,2024-12-10,EMP00009,2024-12-13,Approved,Medical Appointment,Urgent,N,Yes,Legal,Mumbai
ABSMIZH1NY1A,EMP00236,Unpaid Leave,ML-PLAN-04,2024-01-31,2024-02-02,3,2024-01-16,EMP00008,2024-01-21,Approved,Child Care,Pre-planned,Y,N/A,Legal,Singapore
ABS1C7N45JAV,EMP00751,Sick Leave,PL-PLAN-05,2023-02-03,2023-02-04,2,2023-01-26,EMP00045,2023-01-28,Withdrawn,Personal,,N,Yes,Product,Sydney
ABSGQWJLYL1T,EMP00126,Compensatory Off,ML-PLAN-04,2022-07-26,2022-07-29,4,2022-07-04,EMP00038,2022-07-08,Approved,Medical Appointment,,N,N/A,Engineering,Toronto
ABS5WSXRDOY7,EMP00630,Annual Leave,AL-PLAN-01,2022-07-20,2022-07-31,12,2022-07-13,EMP00016,2022-07-17,Pending,Personal,Urgent,N,Yes,Operations,London
ABSL9RK3CG8U,EMP00658,Sick Leave,SL-PLAN-02,2025-03-08,2025-03-10,3,2025-02-23,EMP00043,2025-02-28,Pending,Emergency,,N,Yes,Sales,Mumbai
ABS61R2JW1XE,EMP00248,Sick Leave,PL-PLAN-05,2023-08-24,2023-09-01,9,2023-08-04,EMP00012,2023-08-09,Withdrawn,Vacation,,N,N/A,Marketing,Singapore
ABSK7D60MR26,EMP00257,Casual Leave,AL-PLAN-01,2024-02-19,2024-03-01,12,2024-02-02,EMP00049,2024-02-06,Withdrawn,Vacation,Recurring,N,N/A,Legal,Mumbai
ABS2YEYRVQOA,EMP00133,Maternity Leave,PL-PLAN-05,2022-02-10,2022-02-15,6,2022-02-09,EMP00041,2022-02-12,Rejected,Travel,Recurring,N,No,Sales,New York
ABSC8NMM3N3B,EMP00231,Sick Leave,BL-PLAN-08,2022-08-08,2022-08-12,5,2022-07-12,EMP00037,2022-07-13,Pending,Personal,,N,Yes,Operations,Mumbai
ABSA8HIDLZYT,EMP00219,Annual Leave,ML-PLAN-04,,2024-04-03,14,2024-03-12,EMP00031,2024-03-14,Withdrawn,Other,,Y,No,Sales,Toronto
ABSJMRB48JFK,EMP00601,Bereavement Leave,CO-PLAN-06,2023-02-16,2023-02-16,1,2023-01-24,EMP00012,2023-01-25,Approved,Other,Urgent,N,Yes,Legal,London
ABSTHQQS5W03,EMP00579,Unpaid Leave,UL-PLAN-07,2024-09-05,2024-09-11,7,2024-08-14,EMP00012,2024-08-19,Cancelled,Vacation,Recurring,N,Yes,Human Resources,London
ABSDEIWH8XQ6,EMP00472,Bereavement Leave,CO-PLAN-06,2024-08-27,2024-08-28,2,2024-08-20,EMP00014,2024-08-22,Cancelled,Medical,,N,Yes,Sales,Singapore
ABSFEU8WPM26,EMP00799,Annual Leave,ML-PLAN-04,2024-09-30,2024-09-30,1,2024-09-06,EMP00016,2024-09-08,Withdrawn,Medical Appointment,,N,Yes,Marketing,London
ABS0YUPHGWFY,,Work From Home,BL-PLAN-08,2024-09-10,2024-09-23,20,2024-09-05,EMP00016,2024-09-09,Rejected,Emergency,Pre-planned,Y,Yes,Human Resources,Sydney
ABSKSJ5NRAGT,EMP00001,Casual Leave,PL-PLAN-05,2023-04-11,2023-04-21,11,2023-04-07,EMP00043,2023-04-10,Withdrawn,Other,None,N,N/A,Product,Singapore
ABSRBDBNKTYR,EMP00002,Sick Leave,BL-PLAN-08,2024-08-16,2024-08-29,14,2024-07-23,EMP00040,2024-07-28,Pending,Marriage,Recurring,N,No,Legal,Bengaluru
ABS9YZYO4GM4,EMP00179,Work From Home,CL-PLAN-03,2024-02-12,2024-02-18,7,2024-01-16,EMP00033,2024-01-20,Approved,Medical,,N,Yes,Operations,Toronto
ABSDRURN9SWY,EMP00662,Unpaid Leave,AL-PLAN-01,2023-05-19,2023-05-24,6,2023-04-25,EMP00033,2023-04-30,Withdrawn,Medical Appointment,,N,N/A,Operations,Sydney
ABS4IONKHEBX,EMP00670,Unpaid Leave,CO-PLAN-06,2022-10-14,2022-10-11,5,2022-09-25,EMP00040,2022-09-28,Approved,COVID-19,,Y,Yes,Engineering,Sydney
ABSZ0PXB5YJA,EMP00099,Compensatory Off,AL-PLAN-01,2023-10-16,2023-10-23,8,2023-10-13,EMP00033,2023-10-18,Withdrawn,Medical,,N,No,Marketing,Toronto
ABSGTK9JV5QT,EMP00557,Casual Leave,BL-PLAN-08,2023-06-06,2023-06-09,4,2023-06-02,EMP00013,2023-06-03,Cancelled,Medical,Pre-planned,Y,Yes,Human Resources,Mumbai
ABSNT5545N17,EMP00329,Compensatory Off,SL-PLAN-02,2022-05-10,2022-05-23,14,2022-04-17,EMP00043,2022-04-19,Rejected,Travel,,N,Yes,Human Resources,Toronto
ABSR7B0B3D3B,EMP00578,Compensatory Off,UL-PLAN-07,2024-03-28,2024-03-28,1,2024-03-04,EMP00046,2024-03-08,Approved,Marriage,,N,N/A,Sales,New York
ABSCNJMTA13X,EMP00643,Maternity Leave,BL-PLAN-08,2023-12-01,2023-12-06,6,2023-11-10,EMP00047,2023-11-15,Rejected,COVID-19,Pre-planned,Y,N/A,Sales,Sydney
ABSYWNG2GLZR,EMP00626,Unpaid Leave,CO-PLAN-06,2022-07-01,2022-07-06,6,2022-06-03,EMP00047,2022-06-07,Pending,Medical Appointment,Recurring,N,Yes,Marketing,Mumbai
ABSZEVDASO57,EMP00134,Unpaid Leave,ML-PLAN-04,2024-02-25,2024-03-05,10,2024-02-22,EMP00039,2024-02-26,Pending,Marriage,,Y,Yes,Product,New York
ABSDQ0BWBAZ0,EMP00102,Annual Leave,SL-PLAN-02,2024-02-08,2024-02-13,6,2024-01-11,EMP00025,2024-01-16,Rejected,Emergency,Recurring,N,Yes,Human Resources,Mumbai
ABSY6IBTWND7,EMP00301,Annual Leave,SL-PLAN-02,2022-11-10,2022-11-22,13,2022-11-06,EMP00034,2022-11-11,Pending,Family,Urgent,Y,Yes,Operations,Toronto
ABSTJIVSM171,EMP00549,UNKNOWN_TYPE_XYZ,SL-PLAN-02,,2022-08-03,-1,2022-07-07,EMP00039,2022-07-12,UNKNOWN,Family,,N,Yes,Product,Singapore
ABSODE95TKST,EMP00795,Casual Leave,ML-PLAN-04,2023-06-28,2023-07-08,11,2023-06-16,EMP00005,2023-06-17,Cancelled,Family,,N,Yes,Engineering,London
ABS3AT8M0Q35,EMP00199,Sick Leave,CO-PLAN-06,2022-10-24,2022-10-31,8,2022-10-08,EMP00036,2022-10-12,Pending,Travel,Pre-planned,Y,No,Human Resources,Dubai
ABSZQIQIPGH4,EMP00441,Annual Leave,BL-PLAN-08,2022-02-26,2022-03-02,5,2022-02-04,EMP00048,2022-02-08,Rejected,Child Care,None,N,Yes,Finance,Sydney
ABSR7V2FE4DD,EMP00439,Sick Leave,PL-PLAN-05,2022-05-12,2022-05-17,6,2022-04-22,EMP00018,2022-04-26,Pending,Medical,,Y,Yes,Operations,Singapore
ABS1RRL5BIST,EMP00075,Casual Leave,AL-PLAN-01,2023-09-03,2023-09-05,3,2023-08-25,EMP00049,2023-08-26,Rejected,Medical Appointment,None,N,Yes,Engineering,Toronto
ABSETDUIFVRE,EMP00382,Work From Home,CO-PLAN-06,2022-12-04,2022-12-09,6,2022-11-17,EMP00026,2022-11-22,Pending,Family,,N,No,Marketing,New York
ABSTOSSHGYG2,EMP00687,Bereavement Leave,SL-PLAN-02,2023-08-04,2023-08-06,3,2023-07-28,EMP00044,2023-08-02,Withdrawn,Personal,Pre-planned,N,Yes,Operations,Sydney
ABS4AV5M3TL6,EMP00579,Annual Leave,UL-PLAN-07,2023-05-26,2023-05-28,3,2023-05-23,EMP00030,2023-05-25,Cancelled,Medical,,N,Yes,Marketing,New York
ABSI0N21RAG9,EMP00119,Casual Leave,PL-PLAN-05,2024-04-16,2024-04-26,11,2024-03-26,EMP00017,2024-03-29,Approved,COVID-19,,N,Yes,Human Resources,Toronto
ABSYUANPWY29,,Maternity Leave,CO-PLAN-06,2025-02-15,2025-02-12,1,2025-02-25,EMP00022,2025-01-23,Withdrawn,Personal,Urgent,Y,No,Sales,Sydney
ABS737R4BJF0,EMP00718,Casual Leave,CO-PLAN-06,2024-08-06,2024-08-09,4,2024-07-26,EMP00037,2024-07-29,Pending,Emergency,None,Y,No,Legal,London
ABSM02P7PTO5,EMP00112,Bereavement Leave,SL-PLAN-02,2024-03-22,2024-03-23,2,2024-03-18,EMP00004,2024-03-19,Approved,Medical Appointment,Pre-planned,N,No,Legal,New York
ABSBYMWKLOD4,EMP00464,Compensatory Off,AL-PLAN-01,2023-06-20,2023-06-28,9,2023-06-10,EMP00027,2023-06-15,Rejected,Child Care,Pre-planned,N,No,Product,London
ABSN6QTSIK5N,EMP00294,Sick Leave,ML-PLAN-04,2022-05-31,2022-06-06,7,2022-05-13,EMP00002,2022-05-18,Pending,Marriage,,N,No,Engineering,Sydney
ABS4N6K6XAE9,EMP00168,Maternity Leave,AL-PLAN-01,2024-06-01,2024-06-02,12,2024-05-27,EMP00023,2024-05-29,Pending,Other,Recurring,Y,No,Legal,Dubai
ABSV14HLO8YS,EMP00572,Maternity Leave,CO-PLAN-06,2024-02-29,2024-03-06,7,2024-02-17,EMP00021,2024-02-19,Approved,Medical Appointment,Recurring,N,Yes,Finance,Sydney
ABSMZZ7A813S,EMP00501,Work From Home,SL-PLAN-02,2023-10-07,2023-10-08,2,2023-09-28,EMP00002,2023-10-01,Rejected,COVID-19,Pre-planned,N,N/A,Finance,London
ABS1CN5IFJXA,EMP00320,Bereavement Leave,PL-PLAN-05,2024-05-08,2024-05-13,6,2024-05-02,EMP00039,2024-05-05,Rejected,Vacation,None,N,Yes,Legal,London
ABSXUKH03RM0,EMP00648,Maternity Leave,CL-PLAN-03,2023-08-27,2023-08-27,1,2023-08-15,EMP00042,2023-08-19,Cancelled,Emergency,Pre-planned,N,Yes,Sales,Singapore
ABS5BKDSRB74,EMP00651,Bereavement Leave,BL-PLAN-08,,2024-08-02,14,2024-07-23,EMP00030,2024-07-25,Pending,Child Care,Pre-planned,N,Yes,Sales,Toronto
ABSX8FBAQEXS,EMP00094,Compensatory Off,UL-PLAN-07,2024-05-04,2024-05-16,13,2024-04-18,EMP00024,2024-04-20,Rejected,Family,Urgent,Y,Yes,Engineering,New York
ABSKPO7NPV2B,EMP00261,Unpaid Leave,CO-PLAN-06,2022-01-14,2022-01-20,7,2022-01-02,EMP00010,2022-01-03,Pending,Travel,None,N,N/A,Finance,Sydney
ABSQW22VRS31,EMP00142,Work From Home,UL-PLAN-07,2022-11-21,2022-11-27,7,2022-11-04,EMP00012,2022-11-09,Rejected,Travel,,N,Yes,Product,Sydney
ABS41V5UABQP,EMP00523,Annual Leave,CL-PLAN-03,2022-10-23,2022-11-02,11,2022-09-25,EMP00020,2022-09-29,Approved,Other,Recurring,N,No,Product,New York
ABSQWZKHNPH9,EMP00764,Bereavement Leave,ML-PLAN-04,2022-11-09,2022-11-22,14,2022-10-19,EMP00023,2022-10-22,Rejected,Medical Appointment,,N,No,Finance,New York
ABSQJJSPLAJE,EMP00747,Compensatory Off,CO-PLAN-06,2022-11-15,2022-11-26,12,2022-11-04,EMP00011,2022-11-07,Pending,Other,Recurring,N,Yes,Marketing,Toronto
ABS0AJITKHEW,EMP00661,Sick Leave,BL-PLAN-08,2022-06-27,2022-07-04,8,2022-06-04,EMP00030,2022-06-06,Pending,COVID-19,Pre-planned,Y,No,Legal,Dubai
ABSHR0X4EU6Y,EMP00406,Casual Leave,AL-PLAN-01,2022-05-26,2022-05-28,3,2022-05-25,EMP00028,2022-05-30,Approved,Vacation,,Y,No,Human Resources,Sydney
ABSUW2HJSB0H,EMP00640,Maternity Leave,PL-PLAN-05,2024-04-22,2024-04-22,1,2024-04-13,EMP00038,2024-04-16,Pending,Child Care,,Y,No,Sales,Sydney
ABS7Z3C6CUA4,EMP00783,UNKNOWN_TYPE_XYZ,BL-PLAN-08,2022-06-04,2022-06-01,16,2022-05-05,EMP00009,2022-05-07,Withdrawn,Other,None,N,No,Human Resources,Bengaluru
ABS7QGJCL6DQ,EMP00328,Work From Home,PL-PLAN-05,2023-12-24,2023-12-27,4,2023-12-02,EMP00019,2023-12-04,Rejected,Family,,N,No,Product,New York
ABSPMSPOWX02,EMP00116,Compensatory Off,PL-PLAN-05,2024-10-31,2024-11-09,10,2024-10-15,EMP00029,2024-10-16,Pending,Other,,Y,Yes,Engineering,Mumbai
ABSGU7UWJXLP,EMP00085,Sick Leave,AL-PLAN-01,2023-10-02,2023-10-03,2,2023-09-02,EMP00008,2023-09-05,Cancelled,Family,None,N,Yes,Legal,Mumbai
ABSJE9MI86VW,EMP00175,Unpaid Leave,ML-PLAN-04,2023-09-02,2023-09-13,12,2023-08-17,EMP00005,2023-08-21,Withdrawn,Travel,None,Y,No,Sales,Singapore
ABSAKPCOE81V,,Unpaid Leave,PL-PLAN-05,2023-01-05,2023-01-11,0,2022-12-15,EMP00014,2022-12-16,Approved,Marriage,,N,Yes,Sales,Toronto
ABSUK8PZ6J16,EMP00226,Sick Leave,CL-PLAN-03,2022-11-30,2022-12-01,2,2022-11-11,EMP00005,2022-11-15,Rejected,COVID-19,Pre-planned,N,Yes,Finance,Mumbai
ABSEFRMCURXJ,EMP00718,Maternity Leave,PL-PLAN-05,2024-06-02,2024-06-13,12,2024-05-29,EMP00039,2024-06-03,Pending,Personal,Urgent,N,Yes,Marketing,Sydney
ABSXZJ27X376,EMP00643,Sick Leave,SL-PLAN-02,2022-08-03,2022-08-04,2,2022-07-18,EMP00033,2022-07-22,Rejected,Marriage,,N,Yes,Product,Sydney
ABS4EV4VDUHG,EMP00266,Work From Home,SL-PLAN-02,2024-11-06,2024-11-09,4,2024-10-27,EMP00019,2024-10-31,Cancelled,Emergency,,N,Yes,Product,Mumbai
ABSSLHRVGJR5,EMP00647,Maternity Leave,CO-PLAN-06,,2024-07-03,-1,2024-06-20,EMP00009,2024-06-23,Pending,Emergency,Urgent,N,Yes,Finance,Sydney
ABSHFA4ERN6Y,EMP00643,Maternity Leave,AL-PLAN-01,2024-10-16,2024-10-21,6,2024-10-07,EMP00012,2024-10-11,Approved,Medical,None,N,N/A,Product,London
ABSEKYLEZ9CX,EMP00433,Compensatory Off,ML-PLAN-04,2025-03-26,2025-03-27,2,2025-02-24,EMP00046,2025-02-26,Pending,Child Care,,N,N/A,Finance,Mumbai
ABS9WRTEEZVT,EMP00650,Casual Leave,SL-PLAN-02,2022-12-04,2022-12-08,5,2022-11-13,EMP00036,2022-11-16,Rejected,Family,,Y,Yes,Marketing,Mumbai
ABSFNRDRGIC5,EMP00068,Casual Leave,AL-PLAN-01,2023-10-31,2023-11-04,5,2023-10-21,EMP00034,2023-10-24,Pending,Personal,None,N,N/A,Human Resources,Singapore
ABSB1Y9B5PA5,EMP00383,Annual Leave,CL-PLAN-03,2023-08-06,2023-08-13,13,2023-07-17,EMP00033,2023-07-20,Rejected,Personal,,N,N/A,Engineering,Dubai
ABS30K7NF0GA,EMP00103,Sick Leave,BL-PLAN-08,2023-10-26,2023-10-31,6,2023-09-28,EMP00045,2023-10-01,Pending,Family,,Y,No,Marketing,Dubai
ABSLHXKDEB70,EMP00644,Work From Home,CO-PLAN-06,2023-04-12,2023-04-19,8,2023-04-03,EMP00042,2023-04-08,Cancelled,Travel,Recurring,Y,Yes,Engineering,Dubai
ABS5KWQV04MJ,EMP00386,Maternity Leave,PL-PLAN-05,2022-09-22,2022-09-25,4,2022-08-23,EMP00040,2022-08-28,Cancelled,Travel,,N,Yes,Engineering,Toronto
ABSDTLOA3WZ3,EMP00171,Annual Leave,UL-PLAN-07,2023-08-14,2023-08-25,12,2023-07-30,EMP00042,2023-08-01,Rejected,Emergency,Pre-planned,Y,N/A,Human Resources,New York
ABS1LN1U09IH,EMP00720,Bereavement Leave,CO-PLAN-06,2024-05-01,2024-04-28,14,2024-04-22,EMP00030,2024-04-26,Withdrawn,Emergency,Urgent,N,Yes,Engineering,Mumbai
ABSEZAWS7MX6,EMP00588,Sick Leave,SL-PLAN-02,2022-08-25,2022-08-30,6,2022-07-28,EMP00049,2022-07-31,Pending,Child Care,Urgent,N,No,Human Resources,Toronto
ABSHX9BO7AZI,EMP00748,Annual Leave,CL-PLAN-03,2022-09-12,2022-09-16,5,2022-08-31,EMP00045,2022-09-02,Approved,Travel,,Y,N/A,Engineering,Dubai
ABSMELZ405ZQ,EMP00699,Sick Leave,ML-PLAN-04,2023-08-12,2023-08-18,7,2023-07-25,EMP00027,2023-07-27,Cancelled,Family,Recurring,N,Yes,Finance,Bengaluru
ABSJG99CU4Y9,EMP00402,Annual Leave,BL-PLAN-08,2023-09-09,2023-09-17,9,2023-09-08,EMP00028,2023-09-10,Cancelled,Vacation,,Y,Yes,Human Resources,New York
ABSR98KCEZAY,EMP00345,Bereavement Leave,CL-PLAN-03,2024-08-04,2024-08-09,6,2024-07-31,EMP00002,2024-08-02,Rejected,Medical,Urgent,N,N/A,Human Resources,Dubai
ABSBCKZQ3X27,EMP00448,Annual Leave,BL-PLAN-08,2024-12-23,2024-12-29,7,2024-12-16,EMP00002,2024-12-21,Pending,Emergency,Recurring,N,No,Marketing,New York
ABSX1LD4SBB6,EMP00773,Unpaid Leave,PL-PLAN-05,2022-11-29,2022-12-10,12,2022-11-06,EMP00027,2022-11-08,Withdrawn,Medical Appointment,,N,Yes,Engineering,Mumbai
ABSC17RBOJGW,EMP00014,Maternity Leave,CO-PLAN-06,2023-10-03,2023-10-08,6,2023-09-09,EMP00016,2023-09-12,Pending,COVID-19,Pre-planned,Y,No,Engineering,London
ABS26M86NS98,EMP00527,Work From Home,SL-PLAN-02,2022-12-08,2022-12-21,14,2022-12-07,EMP00034,2022-12-10,Pending,Medical Appointment,Pre-planned,N,Yes,Marketing,Singapore
ABS4LTKI0AK3,,UNKNOWN_TYPE_XYZ,AL-PLAN-01,,2024-10-01,10,2024-10-14,EMP00021,2024-09-29,UNKNOWN,Other,,N,No,Operations,Mumbai
ABSOQM4YU9WZ,EMP00116,Casual Leave,PL-PLAN-05,2022-12-04,2022-12-08,5,2022-11-06,EMP00034,2022-11-09,Pending,Other,Recurring,N,N/A,Engineering,Toronto
ABS78R0V7P21,EMP00412,Bereavement Leave,BL-PLAN-08,2024-10-28,2024-11-09,13,2024-10-11,EMP00022,2024-10-15,Approved,Vacation,,N,Yes,Marketing,Mumbai
ABSTATJL4JC9,EMP00106,Sick Leave,PL-PLAN-05,2023-12-27,2024-01-08,13,2023-11-30,EMP00007,2023-12-04,Rejected,Travel,,N,Yes,Sales,Mumbai
ABSODIBQMEZ0,EMP00566,Casual Leave,AL-PLAN-01,2025-03-24,2025-03-24,1,2025-03-19,EMP00018,2025-03-23,Rejected,Child Care,,Y,Yes,Operations,Singapore
ABSDDOPGVWT8,EMP00695,Sick Leave,CO-PLAN-06,2024-12-30,2025-01-02,4,2024-11-30,EMP00011,2024-12-05,Pending,COVID-19,,Y,Yes,Legal,Toronto
ABSYLL15X02H,EMP00657,Bereavement Leave,SL-PLAN-02,2024-01-07,2024-01-11,5,2023-12-31,EMP00002,2024-01-03,Cancelled,COVID-19,,Y,No,Sales,Sydney
ABSPDSQLLI5M,EMP00371,Casual Leave,CO-PLAN-06,2022-06-20,2022-06-28,9,2022-06-06,EMP00006,2022-06-10,Approved,Vacation,Urgent,N,Yes,Product,Dubai
ABSS8ENVZNN0,EMP00023,Bereavement Leave,UL-PLAN-07,2025-01-07,2025-01-09,3,2024-12-29,EMP00011,2025-01-02,Approved,Medical,None,N,Yes,Product,Bengaluru
ABS24WQRGLG8,EMP00163,Unpaid Leave,SL-PLAN-02,2023-02-01,2023-02-13,13,2023-01-23,EMP00005,2023-01-24,Pending,Emergency,None,N,Yes,Marketing,London
ABSTD92FXYJ2,EMP00576,Work From Home,CO-PLAN-06,2024-07-12,2024-07-09,0,2024-06-28,EMP00039,2024-06-29,Approved,Emergency,None,N,Yes,Marketing,New York
ABSOZDN5V8OJ,EMP00743,Bereavement Leave,BL-PLAN-08,2023-05-27,2023-06-02,7,2023-05-25,EMP00049,2023-05-26,Approved,Emergency,,N,N/A,Finance,Singapore
ABSZ0JTLNH6A,EMP00450,Casual Leave,BL-PLAN-08,2024-02-19,2024-03-02,13,2024-02-01,EMP00047,2024-02-02,Cancelled,Travel,Urgent,N,Yes,Engineering,Toronto
ABS4Z04XDH1P,EMP00367,Maternity Leave,AL-PLAN-01,2022-12-09,2022-12-19,11,2022-11-23,EMP00049,2022-11-26,Cancelled,Family,,N,Yes,Legal,Singapore
ABSDPBAICQ9J,EMP00454,Annual Leave,CL-PLAN-03,2023-11-26,2023-11-28,3,2023-11-21,EMP00036,2023-11-25,Cancelled,Other,,N,Yes,Product,London
ABSAY2A1HPRL,EMP00350,Bereavement Leave,BL-PLAN-08,2023-11-22,2023-12-05,18,2023-11-21,EMP00040,2023-11-23,Cancelled,Family,Pre-planned,N,Yes,Engineering,Singapore
ABS53RG7Q1XO,EMP00685,Maternity Leave,BL-PLAN-08,2024-02-01,2024-02-14,14,2024-01-11,EMP00014,2024-01-13,Approved,Other,None,N,Yes,Product,Sydney
ABSGDB69I847,EMP00110,Annual Leave,CL-PLAN-03,2022-05-22,2022-05-25,4,2022-05-04,EMP00020,2022-05-07,Approved,Personal,Urgent,N,Yes,Sales,New York
